/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_04_566.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_04_566.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_04_566.jpg, 0, 0, 0, 7.821045E-05
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_04_668.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_04_668.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_04_668.jpg, 0, 0.3052622, 0, 0.2234986
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_04_784.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_04_784.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_04_784.jpg, 0, 0.6521341, 0, 0.9207851
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_04_899.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_04_899.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_04_899.jpg, 0, 0.9995642, 0, 2.205177
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_05_016.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_05_016.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_05_016.jpg, 0, 1, 0, 3.377757
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_05_132.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_05_132.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_05_132.jpg, 0, 1, 0, 4.785022
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_05_232.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_05_232.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_05_232.jpg, 0, 1, 0, 5.943127
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_05_333.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_05_333.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_05_333.jpg, 0, 1, 0, 7.090044
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_05_434.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_05_434.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_05_434.jpg, 0, 1, 0, 8.225835
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_05_535.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_05_535.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_05_535.jpg, 0, 1, 0, 9.350581
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_05_649.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_05_649.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_05_649.jpg, 0, 1, 0, 10.68573
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_05_752.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_05_752.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_05_752.jpg, -0.1599451, 1, 0, 11.61441
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_05_866.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_05_866.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_05_866.jpg, -0.5040178, 1, 0, 12.95574
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_05_968.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_05_968.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_05_968.jpg, -0.8094449, 1, 0, 13.90958
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_06_079.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_06_079.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_06_079.jpg, -0.7583935, 1, 0, 14.72656
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_06_169.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_06_169.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_06_169.jpg, -0.4583577, 1, 0, 16.00757
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_06_286.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_06_286.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_06_286.jpg, -0.1060946, 1, 0, 17.2583
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_06_403.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_06_403.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_06_403.jpg, 0, 1, 0, 18.47183
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_06_506.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_06_506.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_06_506.jpg, -0.3101639, 1, 0, 19.31667
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_06_618.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_06_618.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_06_618.jpg, -0.2439329, 1, 0, 20.4804
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_06_719.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_06_719.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_06_719.jpg, 0, 1, 0, 21.55469
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_06_820.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_06_820.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_06_820.jpg, 0, 1, 0, 22.49269
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_06_935.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_06_935.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_06_935.jpg, 0, 1, 0, 23.49957
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_07_038.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_07_038.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_07_038.jpg, 0, 1, 0, 24.46234
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_07_150.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_07_150.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_07_150.jpg, 0, 1, 0, 25.61757
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_07_252.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_07_252.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_07_252.jpg, 0, 1, 0, 26.56812
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_07_368.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_07_368.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_07_368.jpg, 0, 1, 0, 27.69642
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_07_472.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_07_472.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_07_472.jpg, -0.3128217, 1, 0, 28.57018
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_07_585.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_07_585.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_07_585.jpg, 0, 1, 0, 29.66092
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_07_787.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_07_787.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_07_787.jpg, -0.3048238, 1, 0, 30.17614
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_07_900.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_07_900.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_07_900.jpg, -0.6449819, 1, 0, 30.13249
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_08_005.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_08_005.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_08_005.jpg, -0.3303688, 1, 0, 30.19382
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_08_117.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_08_117.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_08_117.jpg, -0.03990591, 1, 0, 30.18868
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_08_236.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_08_236.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_08_236.jpg, 0, 1, 0, 30.18969
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_08_355.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_08_355.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_08_355.jpg, 0, 1, 0, 30.18992
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_08_472.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_08_472.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_08_472.jpg, 0, 1, 0, 30.19085
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_08_584.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_08_584.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_08_584.jpg, 0, 1, 0, 30.1895
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_08_687.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_08_687.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_08_687.jpg, 0, 1, 0, 30.19016
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_08_803.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_08_803.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_08_803.jpg, 0, 1, 0, 30.19008
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_08_906.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_08_906.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_08_906.jpg, 0, 1, 0, 30.19011
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_09_023.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_09_023.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_09_023.jpg, 0, 1, 0, 30.19011
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_09_135.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_09_135.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_09_135.jpg, 0, 1, 0, 30.19152
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_09_252.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_09_252.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_09_252.jpg, 0, 1, 0, 30.19043
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_09_355.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_09_355.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_09_355.jpg, 0, 1, 0, 30.19149
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_09_471.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_09_471.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_09_471.jpg, -0.3458279, 1, 0, 30.1609
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_09_585.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_09_585.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_09_585.jpg, -0.2392287, 1, 0, 30.18939
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_09_686.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_09_686.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_09_686.jpg, 0, 1, 0, 30.18757
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_09_804.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_09_804.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_09_804.jpg, 0, 1, 0, 30.18989
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_09_904.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_09_904.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_09_904.jpg, 0, 1, 0, 30.18856
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_10_020.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_10_020.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_10_020.jpg, 0, 1, 0, 30.19048
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_10_135.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_10_135.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_10_135.jpg, 0, 1, 0, 30.18909
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_10_235.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_10_235.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_10_235.jpg, 0, 1, 0, 30.19063
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_10_339.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_10_339.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_10_339.jpg, 0, 1, 0, 30.1905
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_10_456.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_10_456.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_10_456.jpg, 0, 1, 0, 30.19048
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_10_574.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_10_574.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_10_574.jpg, -0.1110209, 1, 0, 30.18642
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_10_688.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_10_688.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_10_688.jpg, 0, 1, 0, 30.19077
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_10_789.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_10_789.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_10_789.jpg, 0, 1, 0, 30.19024
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_10_901.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_10_901.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_10_901.jpg, 0, 1, 0, 30.19086
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_11_003.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_11_003.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_11_003.jpg, 0, 1, 0, 30.19025
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_11_117.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_11_117.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_11_117.jpg, 0, 1, 0, 30.19026
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_11_220.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_11_220.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_11_220.jpg, -0.3088081, 1, 0, 30.16811
/Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/center_2019_12_16_20_53_11_337.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/left_2019_12_16_20_53_11_337.jpg, /Users/dev/Desktop/Udemy/Self Driving Car Course/IMG/IMG/right_2019_12_16_20_53_11_337.jpg, -0.2518773, 1, 0, 30.18771
